timestamp,rule_id,alert_message,classification,priority,protocol,source_ip,source_port,destination_ip,destination_port
07/17-18:07:45.078008,1:2570:7,WEB-MISC Invalid HTTP Version String,Detection of a non-standard protocol or event],2,TCP,192.168.18.118,48624,185.125.190.83,80
07/17-18:07:45.078008,1:2570:7,WEB-MISC Invalid HTTP Version String,Detection of a non-standard protocol or event],2,TCP,192.168.18.118,48624,185.125.190.83,80
07/17-18:07:45.078008,1:2570:7,WEB-MISC Invalid HTTP Version String,Detection of a non-standard protocol or event],2,TCP,192.168.18.118,48624,185.125.190.83,80
07/17-18:07:45.328815,1:2570:7,WEB-MISC Invalid HTTP Version String,Detection of a non-standard protocol or event],2,TCP,192.168.18.118,48624,185.125.190.83,80
07/17-18:07:45.328815,1:2570:7,WEB-MISC Invalid HTTP Version String,Detection of a non-standard protocol or event],2,TCP,192.168.18.118,48624,185.125.190.83,80
07/17-18:07:45.328815,1:2570:7,WEB-MISC Invalid HTTP Version String,Detection of a non-standard protocol or event],2,TCP,192.168.18.118,48624,185.125.190.83,80
07/17-18:07:45.579268,1:2570:7,WEB-MISC Invalid HTTP Version String,Detection of a non-standard protocol or event],2,TCP,192.168.18.118,48624,185.125.190.83,80
07/17-18:07:45.832221,1:2570:7,WEB-MISC Invalid HTTP Version String,Detection of a non-standard protocol or event],2,TCP,192.168.18.118,48624,185.125.190.83,80
07/17-18:07:46.084315,1:2570:7,WEB-MISC Invalid HTTP Version String,Detection of a non-standard protocol or event],2,TCP,192.168.18.118,48624,185.125.190.83,80
07/17-18:07:46.084315,1:2570:7,WEB-MISC Invalid HTTP Version String,Detection of a non-standard protocol or event],2,TCP,192.168.18.118,48624,185.125.190.83,80
07/17-18:07:54.188940,1:2570:7,WEB-MISC Invalid HTTP Version String,Detection of a non-standard protocol or event],2,TCP,192.168.18.118,48624,185.125.190.83,80
07/17-18:07:55.437623,1:2570:7,WEB-MISC Invalid HTTP Version String,Detection of a non-standard protocol or event],2,TCP,192.168.18.118,48624,185.125.190.83,80
07/17-18:07:58.440088,1:2570:7,WEB-MISC Invalid HTTP Version String,Detection of a non-standard protocol or event],2,TCP,192.168.18.118,48624,185.125.190.83,80
07/17-18:07:58.984998,1:2570:7,WEB-MISC Invalid HTTP Version String,Detection of a non-standard protocol or event],2,TCP,192.168.18.118,48624,185.125.190.83,80
07/17-18:08:01.544732,1:2570:7,WEB-MISC Invalid HTTP Version String,Detection of a non-standard protocol or event],2,TCP,192.168.18.118,48624,185.125.190.83,80
07/17-18:08:03.536286,1:2570:7,WEB-MISC Invalid HTTP Version String,Detection of a non-standard protocol or event],2,TCP,192.168.18.118,48624,185.125.190.83,80
07/17-18:08:07.459836,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.1,40286,239.255.255.250,1900
07/17-18:08:07.719210,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.1,40286,239.255.255.250,1900
07/17-18:08:07.979129,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.1,40286,239.255.255.250,1900
07/17-18:08:08.239161,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.1,40286,239.255.255.250,1900
07/17-18:08:23.789528,1:2570:7,WEB-MISC Invalid HTTP Version String,Detection of a non-standard protocol or event],2,TCP,192.168.18.118,48624,185.125.190.83,80
07/17-18:08:24.040800,1:2570:7,WEB-MISC Invalid HTTP Version String,Detection of a non-standard protocol or event],2,TCP,192.168.18.118,48624,185.125.190.83,80
07/17-18:08:24.040800,1:2570:7,WEB-MISC Invalid HTTP Version String,Detection of a non-standard protocol or event],2,TCP,192.168.18.118,48624,185.125.190.83,80
07/17-18:08:24.292613,1:2570:7,WEB-MISC Invalid HTTP Version String,Detection of a non-standard protocol or event],2,TCP,192.168.18.118,48624,185.125.190.83,80
07/17-18:08:24.545233,1:2570:7,WEB-MISC Invalid HTTP Version String,Detection of a non-standard protocol or event],2,TCP,192.168.18.118,48624,185.125.190.83,80
07/17-18:08:25.488555,1:2570:7,WEB-MISC Invalid HTTP Version String,Detection of a non-standard protocol or event],2,TCP,192.168.18.118,39600,185.125.190.81,80
07/17-18:08:36.264751,1:2570:7,WEB-MISC Invalid HTTP Version String,Detection of a non-standard protocol or event],2,TCP,192.168.18.118,39600,185.125.190.81,80
07/17-18:09:08.518562,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.1,40286,239.255.255.250,1900
07/17-18:09:08.778120,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.1,40286,239.255.255.250,1900
07/17-18:09:09.038178,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.1,40286,239.255.255.250,1900
07/17-18:09:09.297432,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.1,40286,239.255.255.250,1900
07/17-18:09:13.440496,1:2570:7,WEB-MISC Invalid HTTP Version String,Detection of a non-standard protocol or event],2,TCP,192.168.18.118,39600,185.125.190.81,80
07/17-18:09:14.894496,1:2570:7,WEB-MISC Invalid HTTP Version String,Detection of a non-standard protocol or event],2,TCP,192.168.18.118,39600,185.125.190.81,80
07/17-18:09:18.481131,1:2570:7,WEB-MISC Invalid HTTP Version String,Detection of a non-standard protocol or event],2,TCP,192.168.18.118,39600,185.125.190.81,80
07/17-18:09:25.786558,1:2570:7,WEB-MISC Invalid HTTP Version String,Detection of a non-standard protocol or event],2,TCP,192.168.18.118,39600,185.125.190.81,80
07/17-18:09:29.497650,1:2570:7,WEB-MISC Invalid HTTP Version String,Detection of a non-standard protocol or event],2,TCP,192.168.18.118,39600,185.125.190.81,80
07/17-18:09:29.836539,1:2570:7,WEB-MISC Invalid HTTP Version String,Detection of a non-standard protocol or event],2,TCP,192.168.18.118,39600,185.125.190.81,80
07/17-18:09:30.140853,1:2570:7,WEB-MISC Invalid HTTP Version String,Detection of a non-standard protocol or event],2,TCP,192.168.18.118,39600,185.125.190.81,80
07/17-18:09:30.449049,1:2570:7,WEB-MISC Invalid HTTP Version String,Detection of a non-standard protocol or event],2,TCP,192.168.18.118,39600,185.125.190.81,80
07/17-18:09:30.753127,1:2570:7,WEB-MISC Invalid HTTP Version String,Detection of a non-standard protocol or event],2,TCP,192.168.18.118,39600,185.125.190.81,80
07/17-18:09:31.061288,1:2570:7,WEB-MISC Invalid HTTP Version String,Detection of a non-standard protocol or event],2,TCP,192.168.18.118,39600,185.125.190.81,80
07/17-18:09:31.381984,1:2570:7,WEB-MISC Invalid HTTP Version String,Detection of a non-standard protocol or event],2,TCP,192.168.18.118,39600,185.125.190.81,80
07/17-18:09:31.779719,1:2570:7,WEB-MISC Invalid HTTP Version String,Detection of a non-standard protocol or event],2,TCP,192.168.18.118,39600,185.125.190.81,80
07/17-18:09:33.122594,1:2570:7,WEB-MISC Invalid HTTP Version String,Detection of a non-standard protocol or event],2,TCP,192.168.18.118,39600,185.125.190.81,80
07/17-18:09:36.376634,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.45,58227,239.255.255.250,1900
07/17-18:09:36.383783,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.45,58233,239.255.255.250,1900
07/17-18:09:37.377373,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.45,58227,239.255.255.250,1900
07/17-18:09:37.386226,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.45,58233,239.255.255.250,1900
07/17-18:09:38.378257,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.45,58227,239.255.255.250,1900
07/17-18:09:38.387240,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.45,58233,239.255.255.250,1900
07/17-18:09:39.378939,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.45,58227,239.255.255.250,1900
07/17-18:09:39.387587,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.45,58233,239.255.255.250,1900
07/17-18:09:56.477145,1:2570:7,WEB-MISC Invalid HTTP Version String,Detection of a non-standard protocol or event],2,TCP,192.168.18.118,39600,185.125.190.81,80
07/17-18:10:08.808703,1:2570:7,WEB-MISC Invalid HTTP Version String,Detection of a non-standard protocol or event],2,TCP,192.168.18.118,39600,185.125.190.81,80
07/17-18:10:09.576200,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.1,40286,239.255.255.250,1900
07/17-18:10:09.835455,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.1,40286,239.255.255.250,1900
07/17-18:10:10.095645,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.1,40286,239.255.255.250,1900
07/17-18:10:10.354925,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.1,40286,239.255.255.250,1900
07/17-18:11:10.643832,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.1,40286,239.255.255.250,1900
07/17-18:11:10.902784,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.1,40286,239.255.255.250,1900
07/17-18:11:11.163392,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.1,40286,239.255.255.250,1900
07/17-18:11:11.422256,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.1,40286,239.255.255.250,1900
07/17-18:11:16.627019,1:2570:7,WEB-MISC Invalid HTTP Version String,Detection of a non-standard protocol or event],2,TCP,192.168.18.118,47900,91.189.91.83,80
07/17-18:11:24.660504,1:2570:7,WEB-MISC Invalid HTTP Version String,Detection of a non-standard protocol or event],2,TCP,192.168.18.118,47900,91.189.91.83,80
07/17-18:11:24.998219,1:2570:7,WEB-MISC Invalid HTTP Version String,Detection of a non-standard protocol or event],2,TCP,192.168.18.118,47900,91.189.91.83,80
07/17-18:11:25.338712,1:2570:7,WEB-MISC Invalid HTTP Version String,Detection of a non-standard protocol or event],2,TCP,192.168.18.118,47900,91.189.91.83,80
07/17-18:11:36.377375,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.45,63480,239.255.255.250,1900
07/17-18:11:36.383999,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.45,63486,239.255.255.250,1900
07/17-18:11:37.379120,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.45,63480,239.255.255.250,1900
07/17-18:11:37.384982,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.45,63486,239.255.255.250,1900
07/17-18:11:38.169227,1:2570:7,WEB-MISC Invalid HTTP Version String,Detection of a non-standard protocol or event],2,TCP,192.168.18.118,59500,185.125.190.82,80
07/17-18:11:38.379545,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.45,63480,239.255.255.250,1900
07/17-18:11:38.387602,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.45,63486,239.255.255.250,1900
07/17-18:11:39.380025,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.45,63480,239.255.255.250,1900
07/17-18:11:39.386562,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.45,63486,239.255.255.250,1900
07/17-18:11:42.464105,1:2570:7,WEB-MISC Invalid HTTP Version String,Detection of a non-standard protocol or event],2,TCP,192.168.18.118,59500,185.125.190.82,80
07/17-18:11:42.737099,1:2570:7,WEB-MISC Invalid HTTP Version String,Detection of a non-standard protocol or event],2,TCP,192.168.18.118,59500,185.125.190.82,80
07/17-18:11:43.530858,1:2570:7,WEB-MISC Invalid HTTP Version String,Detection of a non-standard protocol or event],2,TCP,192.168.18.118,59500,185.125.190.82,80
07/17-18:11:43.832674,1:2570:7,WEB-MISC Invalid HTTP Version String,Detection of a non-standard protocol or event],2,TCP,192.168.18.118,59500,185.125.190.82,80
07/17-18:11:44.968616,1:2570:7,WEB-MISC Invalid HTTP Version String,Detection of a non-standard protocol or event],2,TCP,192.168.18.118,59500,185.125.190.82,80
07/17-18:11:45.226344,1:3133:4,WEB-CLIENT PNG large image height download attempt,Attempted User Privilege Gain],1,TCP,185.125.190.82,80,192.168.18.118,59500
07/17-18:11:45.226344,1:3132:3,WEB-CLIENT PNG large image width download attempt,Attempted User Privilege Gain],1,TCP,185.125.190.82,80,192.168.18.118,59500
07/17-18:12:11.701280,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.1,40286,239.255.255.250,1900
07/17-18:12:11.960780,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.1,40286,239.255.255.250,1900
07/17-18:12:12.220739,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.1,40286,239.255.255.250,1900
07/17-18:12:12.485105,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.1,40286,239.255.255.250,1900
07/17-18:12:51.901785,1:2570:7,WEB-MISC Invalid HTTP Version String,Detection of a non-standard protocol or event],2,TCP,192.168.18.118,40946,91.189.91.81,80
07/17-18:12:52.261181,1:2570:7,WEB-MISC Invalid HTTP Version String,Detection of a non-standard protocol or event],2,TCP,192.168.18.118,40946,91.189.91.81,80
07/17-18:12:53.096435,1:2570:7,WEB-MISC Invalid HTTP Version String,Detection of a non-standard protocol or event],2,TCP,192.168.18.118,40946,91.189.91.81,80
07/17-18:12:54.078100,1:2570:7,WEB-MISC Invalid HTTP Version String,Detection of a non-standard protocol or event],2,TCP,192.168.18.118,40946,91.189.91.81,80
07/17-18:12:55.233025,1:2570:7,WEB-MISC Invalid HTTP Version String,Detection of a non-standard protocol or event],2,TCP,192.168.18.118,40946,91.189.91.81,80
07/17-18:12:56.741732,1:2570:7,WEB-MISC Invalid HTTP Version String,Detection of a non-standard protocol or event],2,TCP,192.168.18.118,40946,91.189.91.81,80
07/17-18:13:12.760539,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.1,40286,239.255.255.250,1900
07/17-18:13:13.018337,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.1,40286,239.255.255.250,1900
07/17-18:13:13.278493,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.1,40286,239.255.255.250,1900
07/17-18:13:13.537937,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.1,40286,239.255.255.250,1900
07/17-18:13:36.392874,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.45,62086,239.255.255.250,1900
07/17-18:13:36.397308,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.45,62092,239.255.255.250,1900
07/17-18:13:37.394239,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.45,62086,239.255.255.250,1900
07/17-18:13:37.400173,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.45,62092,239.255.255.250,1900
07/17-18:13:38.395130,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.45,62086,239.255.255.250,1900
07/17-18:13:38.399632,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.45,62092,239.255.255.250,1900
07/17-18:13:39.396213,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.45,62086,239.255.255.250,1900
07/17-18:13:39.400936,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.45,62092,239.255.255.250,1900
07/17-18:14:13.834116,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.1,40286,239.255.255.250,1900
07/17-18:14:14.096293,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.1,40286,239.255.255.250,1900
07/17-18:14:14.366592,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.1,40286,239.255.255.250,1900
07/17-18:14:14.636098,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.1,40286,239.255.255.250,1900
07/17-18:15:14.914969,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.1,40286,239.255.255.250,1900
07/17-18:15:15.174412,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.1,40286,239.255.255.250,1900
07/17-18:15:15.434336,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.1,40286,239.255.255.250,1900
07/17-18:15:15.693871,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.1,40286,239.255.255.250,1900
07/17-18:15:30.911303,1:527:8,BAD-TRAFFIC same SRC/DST,Potentially Bad Traffic],2,UDP,0.0.0.0,68,255.255.255.255,67
07/17-18:15:35.897021,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.45,59012,239.255.255.250,1900
07/17-18:15:35.903014,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.45,59018,239.255.255.250,1900
07/17-18:15:36.897929,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.45,59012,239.255.255.250,1900
07/17-18:15:36.903815,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.45,59018,239.255.255.250,1900
07/17-18:15:37.898034,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.45,59012,239.255.255.250,1900
07/17-18:15:37.905188,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.45,59018,239.255.255.250,1900
07/17-18:15:38.899442,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.45,59012,239.255.255.250,1900
07/17-18:15:38.905688,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.45,59018,239.255.255.250,1900
07/17-18:16:15.972701,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.1,40286,239.255.255.250,1900
07/17-18:16:16.232576,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.1,40286,239.255.255.250,1900
07/17-18:16:16.492313,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.1,40286,239.255.255.250,1900
07/17-18:16:16.751828,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.1,40286,239.255.255.250,1900
07/17-18:17:17.030706,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.1,40286,239.255.255.250,1900
07/17-18:17:17.310600,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.1,40286,239.255.255.250,1900
07/17-18:17:17.570163,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.1,40286,239.255.255.250,1900
07/17-18:17:17.864725,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.1,40286,239.255.255.250,1900
07/17-18:17:35.893762,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.45,50981,239.255.255.250,1900
07/17-18:17:35.897805,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.45,50987,239.255.255.250,1900
07/17-18:17:36.894768,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.45,50981,239.255.255.250,1900
07/17-18:17:36.898805,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.45,50987,239.255.255.250,1900
07/17-18:17:37.896473,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.45,50981,239.255.255.250,1900
07/17-18:17:37.899412,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.45,50987,239.255.255.250,1900
07/17-18:17:38.898522,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.45,50981,239.255.255.250,1900
07/17-18:17:38.900466,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.45,50987,239.255.255.250,1900
07/17-18:18:18.128795,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.1,40286,239.255.255.250,1900
07/17-18:18:18.466636,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.1,40286,239.255.255.250,1900
07/17-18:18:18.648001,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.1,40286,239.255.255.250,1900
07/17-18:18:18.907897,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.1,40286,239.255.255.250,1900
07/17-18:19:19.186446,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.1,40286,239.255.255.250,1900
07/17-18:19:19.445866,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.1,40286,239.255.255.250,1900
07/17-18:19:19.905005,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.1,40286,239.255.255.250,1900
07/17-18:19:19.966688,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.1,40286,239.255.255.250,1900
07/17-18:19:35.895392,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.45,54904,239.255.255.250,1900
07/17-18:19:35.899392,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.45,54910,239.255.255.250,1900
07/17-18:19:36.896060,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.45,54904,239.255.255.250,1900
07/17-18:19:36.900902,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.45,54910,239.255.255.250,1900
07/17-18:19:37.896331,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.45,54904,239.255.255.250,1900
07/17-18:19:37.901222,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.45,54910,239.255.255.250,1900
07/17-18:19:38.897402,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.45,54904,239.255.255.250,1900
07/17-18:19:38.902279,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.45,54910,239.255.255.250,1900
07/17-18:20:20.332500,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.1,40286,239.255.255.250,1900
07/17-18:20:20.514408,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.1,40286,239.255.255.250,1900
07/17-18:20:20.828696,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.1,40286,239.255.255.250,1900
07/17-18:20:21.033677,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.1,40286,239.255.255.250,1900
07/17-18:21:21.312461,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.1,40286,239.255.255.250,1900
07/17-18:21:21.571919,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.1,40286,239.255.255.250,1900
07/17-18:21:21.832033,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.1,40286,239.255.255.250,1900
07/17-18:21:22.091561,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.1,40286,239.255.255.250,1900
07/17-18:21:35.896452,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.45,60264,239.255.255.250,1900
07/17-18:21:35.900327,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.45,60270,239.255.255.250,1900
07/17-18:21:36.897937,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.45,60264,239.255.255.250,1900
07/17-18:21:36.901838,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.45,60270,239.255.255.250,1900
07/17-18:21:37.898199,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.45,60264,239.255.255.250,1900
07/17-18:21:37.902246,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.45,60270,239.255.255.250,1900
07/17-18:21:38.898342,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.45,60264,239.255.255.250,1900
07/17-18:21:38.902462,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.45,60270,239.255.255.250,1900
07/17-18:22:22.372193,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.1,40286,239.255.255.250,1900
07/17-18:22:22.629661,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.1,40286,239.255.255.250,1900
07/17-18:22:22.889709,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.1,40286,239.255.255.250,1900
07/17-18:22:23.149494,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.1,40286,239.255.255.250,1900
07/17-18:23:23.515675,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.1,40286,239.255.255.250,1900
07/17-18:23:23.697626,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.1,40286,239.255.255.250,1900
07/17-18:23:23.957652,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.1,40286,239.255.255.250,1900
07/17-18:23:24.217272,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.1,40286,239.255.255.250,1900
07/17-18:23:35.898034,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.45,51725,239.255.255.250,1900
07/17-18:23:35.902746,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.45,51731,239.255.255.250,1900
07/17-18:23:36.899334,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.45,51725,239.255.255.250,1900
07/17-18:23:36.904093,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.45,51731,239.255.255.250,1900
07/17-18:23:37.899473,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.45,51725,239.255.255.250,1900
07/17-18:23:37.905088,1:1917:6,SCAN UPnP service discover attempt,Detection of a Network Scan],3,UDP,192.168.18.45,51731,239.255.255.250,1900
